1 20171022 100715 1 11 1 60 0 1 2 1513.872410 14.100675 280.712465 1797.828202
1 20171022 100715 2 6 1 240 0 0 4 1075.890581 15.347508 282.112843 1365.433518
1 20171022 100715 3 17 1 240 1 1 1 1708.920382 16.542613 283.321085 2000.123575
1 20171022 100715 4 9 1 60 0 0 4 2277.963437 16.228133 282.971709 2566.638476
1 20171022 100715 5 8 1 60 0 0 4 1200.979978 16.423554 283.098158 1499.824286
1 20171022 100715 6 19 1 240 1 1 1 3879.165521 16.208837 282.844029 4166.257898
1 20171022 100715 7 14 1 180 1 1 1 2135.729153 16.402205 283.050945 2433.143113
1 20171022 100715 8 7 1 0 0 0 4 1398.772052 16.416164 283.052587 1683.160151
1 20171022 100715 9 2 1 120 0 0 4 1191.626878 14.343308 281.076621 1481.101253
1 20171022 100715 10 14 1 120 1 1 1 4154.414415 16.416164 283.036576 4449.808890
1 20171022 100715 11 7 1 240 0 0 4 1240.581418 16.793047 283.583425 1534.049192
1 20171022 100715 12 2 1 300 0 0 4 866.129396 16.551645 283.132233 1166.496016
1 20171022 100715 13 16 1 180 1 1 1 2956.828847 16.352529 282.993058 3249.706664
1 20171022 100715 14 16 1 240 1 1 1 3191.824762 16.309832 283.050534 3483.096926
1 20171022 100715 15 8 1 180 0 1 2 3397.460351 16.550413 283.197921 3683.318211
1 20171022 100715 16 3 1 120 0 0 4 1512.997943 16.228544 282.947076 1799.612032
1 20171022 100715 17 13 1 240 1 1 1 2497.496480 16.277809 282.985257 2783.043966
1 20171022 100715 18 20 1 60 1 1 1 3760.506534 16.253998 282.906432 4049.644260
1 20171022 100715 19 15 1 300 1 1 1 2411.282264 16.301621 283.018922 2699.738481
1 20171022 100715 20 11 1 0 0 1 2 1963.493269 17.135033 283.985762 2250.720306
1 20171022 100715 21 10 1 240 0 0 4 1141.476001 16.505253 283.202026 1433.191968
1 20171022 100715 22 1 1 60 0 0 4 1927.772327 16.282736 282.959803 2216.442029
1 20171022 100715 23 7 1 180 0 0 4 2056.673249 16.983952 283.641723 2350.368877
1 20171022 100715 24 4 1 60 0 1 2 2895.563621 16.321328 283.019333 3183.062030
1 20171022 100715 25 17 1 120 1 1 1 1439.349774 16.955624 283.602721 1733.698995
1 20171022 100715 26 12 1 300 1 1 1 3297.835181 16.290947 282.922854 3582.988131
1 20171022 100715 27 13 1 60 1 1 1 2808.942141 16.247018 283.005374 3099.748745
1 20171022 100715 28 3 1 0 0 0 4 1489.091335 16.253998 283.061209 1783.158098
1 20171022 100715 29 15 1 240 1 1 1 1801.971451 16.297516 283.112938 2099.783641
1 20171022 100715 30 18 1 0 1 1 1 1447.777089 16.345960 283.034523 1733.150092
1 20171022 100715 31 5 1 300 0 0 4 1639.134237 16.257282 282.901916 1932.972736
1 20171022 100715 32 12 1 180 1 1 1 2025.561116 17.212216 283.729170 2317.132570
1 20171022 100715 33 11 1 240 0 1 2 3624.854974 16.274936 282.968425 3916.941255
1 20171022 100715 34 10 1 0 0 0 4 942.923182 16.224438 283.175341 1233.167746
1 20171022 100715 35 12 1 240 1 1 1 2850.768751 16.379625 283.153582 3149.762498
1 20171022 100715 36 7 1 120 0 0 4 1517.128054 16.938791 283.696326 1816.999142
1 20171022 100715 37 13 1 0 1 1 1 1065.603074 16.321738 282.955698 1349.797805
1 20171022 100715 38 15 1 120 1 1 1 2553.275556 16.678094 283.443839 2850.023196
1 20171022 100715 39 20 1 120 1 1 1 1845.494854 16.496221 283.216806 2133.277773
1 20171022 100715 40 5 1 60 0 0 4 2496.578084 16.335697 283.060387 2783.094463
1 20171022 100715 41 13 1 120 1 1 1 1469.353428 16.475283 283.159740 1766.527628
1 20171022 100715 42 1 1 240 0 0 4 4817.162951 16.393584 283.097747 5116.471177
1 20171022 100715 43 8 1 0 0 0 4 896.773094 16.319685 282.913001 1182.957340
1 20171022 100715 44 19 1 300 1 1 1 2177.752415 16.367309 283.063672 2466.709500
1 20171022 100715 45 6 1 120 0 0 4 1335.535785 16.270830 283.275515 1633.761808
1 20171022 100715 46 5 1 180 0 0 4 1448.447924 15.845503 283.736970 1749.218933
1 20171022 100715 47 8 1 300 0 0 4 3038.263465 16.653871 283.363372 3333.308974
1 20171022 100715 48 19 1 0 1 1 1 880.565489 16.363203 283.067367 1166.521059
1 20171022 100715 49 18 1 60 1 1 1 1694.724871 16.396458 282.995110 1983.160561
1 20171022 100715 50 20 1 300 1 1 1 1876.292507 16.854219 283.493926 2166.872077
1 20171022 100715 51 4 1 180 0 0 4 3706.456275 17.126001 283.761603 4000.481573
1 20171022 100715 52 4 1 0 0 0 4 888.080976 16.307779 283.183552 1183.171646
1 20171022 100715 53 12 1 60 1 1 1 2953.735780 16.509769 283.211059 3249.827365
1 20171022 100715 54 6 1 180 0 0 4 2041.996576 16.498684 283.195047 2333.299121
1 20171022 100715 55 9 1 120 0 0 4 1781.957246 16.297926 282.974583 2066.404053
1 20171022 100715 56 4 1 120 0 0 4 3383.851513 16.295874 283.289473 3683.188478
1 20171022 100715 57 6 1 0 0 0 4 828.402517 16.330770 283.102674 1116.462967
1 20171022 100715 58 11 1 300 0 1 2 3286.209700 16.294642 282.920391 3582.872357
1 20171022 100715 59 5 1 120 0 0 4 1154.581919 16.354171 283.079273 1449.776867
1 20171022 100715 60 14 1 0 1 1 1 2493.925535 16.818911 283.548529 2783.573983
1 20171022 100715 61 18 1 240 1 1 1 1241.449316 16.351298 282.956519 1532.947282
1 20171022 100715 62 19 1 60 1 1 1 2872.204272 16.976562 283.596563 3166.980051
